ADUANA DE SALIDA;FECHA;EXPORTADOR;PAIS DE DESTINO;CONTINENTE;VALOR
MARITIMA CALLAO;NOVIEMBRE;RAINFOREST TRADING S.A.C.;ALEMANIA;EUROPA;$94,727.68
MARITIMA CALLAO;NOVIEMBRE;RAINFOREST TRADING S.A.C.;ALEMANIA;EUROPA;$136,047.30
MARITIMA CALLAO;DICIEMBRE;DOÐA DOROTEA S.A.;ALEMANIA;EUROPA;$49,427.83
MARITIMA CALLAO;DICIEMBRE;DOÐA DOROTEA S.A.;ALEMANIA;EUROPA;$48,253.00
MARITIMA CALLAO;DICIEMBRE;E & J GAVILAN EXPORT SOCIEDAD ANËNIMA CE;ALEMANIA;EUROPA;$37,215.53
MARITIMA CALLAO;DICIEMBRE;DOÐA DOROTEA S.A.;ALEMANIA;EUROPA;$48,610.50
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;ALEMANIA;EUROPA;$29,335.14
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;ALEMANIA;EUROPA;$29,644.82
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;ALEMANIA;EUROPA;$29,996.23
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;ALEMANIA;EUROPA;$30,116.49
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;ALEMANIA;EUROPA;$29,860.19
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;ALEMANIA;EUROPA;$29,931.10
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;ALEMANIA;EUROPA;$29,920.73
MARITIMA CALLAO;DICIEMBRE;CREDITEX S.A.A.;ALEMANIA;EUROPA;$77,323.60
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;ALEMANIA;EUROPA;$31,813.72
MARITIMA CALLAO;DICIEMBRE;COOPERAUSTRALIASTRIAIVA AGROECOLËGICA INDUSTRIAL JUA;ALEMANIA;EUROPA;$111,150.00
MARITIMA CALLAO;DICIEMBRE;COOPERAUSTRALIASTRIAIVA AGROECOLËGICA INDUSTRIAL JUA;ALEMANIA;EUROPA;$150,457.50
MARITIMA CALLAO;DICIEMBRE;COOPERAUSTRALIASTRIAIVA AGROECOLËGICA INDUSTRIAL JUA;ALEMANIA;EUROPA;$40,702.50
MARITIMA CALLAO;DICIEMBRE;NEXA RESOURCES PERU S.A.A.;ALEMANIA;EUROPA;$736,073.64
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$334.01
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$70.90
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$133.60
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$21.27
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$56.12
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$187.08
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$6,107.13
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$341.89
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$128.99
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$61.43
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$1,038.27
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$325.73
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$362.23
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$200.41
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$63.81
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$168.37
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$100.20
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$1,061.35
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$712.50
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$565.50
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$121.50
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$350.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$310.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$2,850.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$850.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$171.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$792.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$1,890.69
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$3.81
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$42.17
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$580.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$155.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$219.87
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$495.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$36.64
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$417.97
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$90.56
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$265.36
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$203.76
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$1,436.29
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$890.84
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$169.72
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$230.61
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$1,711.13
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$138.47
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$99.82
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$138.65
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$95.68
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$332.75
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$324.32
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$806.18
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$33.70
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$1,200.42
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$2,800.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$267.90
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$798.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$1,806.00
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$2.36
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$104.01
MARITIMA CALLAO;DICIEMBRE;GRUPO EURO PERU S.A.C.;ARGENTINA;AMERICA DEL SUR;$1,202.53
MARITIMA CALLAO;DICIEMBRE;QUIMPAC S.A.;ARGENTINA;AMERICA DEL SUR;$25,875.03
MARITIMA CALLAO;DICIEMBRE;QUIMPAC S.A.;ARGENTINA;AMERICA DEL SUR;$140,308.35
PAITA;DICIEMBRE;GANDULES INC SAC;ARGENTINA;AMERICA DEL SUR;$23,476.00
MARITIMA CALLAO;NOVIEMBRE;MACHU PICCHU FOODS S.A.C.;AUSTRALIA;OCEANÍA;$1.00
MARITIMA CALLAO;NOVIEMBRE;MACHU PICCHU FOODS S.A.C.;AUSTRALIA;OCEANÍA;$2,800.00
MARITIMA CALLAO;NOVIEMBRE;MACHU PICCHU FOODS S.A.C.;AUSTRALIA;OCEANÍA;$1.00
MARITIMA CALLAO;NOVIEMBRE;MACHU PICCHU FOODS S.A.C.;AUSTRALIA;OCEANÍA;$17,400.00
MARITIMA CALLAO;NOVIEMBRE;MACHU PICCHU FOODS S.A.C.;AUSTRALIA;OCEANÍA;$1.00
MARITIMA CALLAO;NOVIEMBRE;MACHU PICCHU FOODS S.A.C.;AUSTRALIA;OCEANÍA;$99,385.00
MARITIMA CALLAO;DICIEMBRE;TECNOLOGICA DE ALIMENTOS S.A.;AUSTRALIA;OCEANÍA;$687,645.00
MARITIMA CALLAO;DICIEMBRE;BODEGA SAN ISIDRO S.R.L.;AUSTRALIA;OCEANÍA;$46,952.00
MARITIMA CALLAO;DICIEMBRE;FRENO S A;AUSTRIA;EUROPA;$11,910.00
MARITIMA CALLAO;DICIEMBRE;FRENO S A;AUSTRIA;EUROPA;$205.00
MARITIMA CALLAO;DICIEMBRE;FRENO S A;AUSTRIA;EUROPA;$2,430.00
MARITIMA CALLAO;DICIEMBRE;FRENO S A;AUSTRIA;EUROPA;$318.00
MARITIMA CALLAO;DICIEMBRE;FRENO S A;AUSTRIA;EUROPA;$4,280.00
MARITIMA CALLAO;DICIEMBRE;FRENO S A;AUSTRIA;EUROPA;$310.00
MARITIMA CALLAO;DICIEMBRE;FRENO S A;AUSTRIA;EUROPA;$397.50
PAITA;NOVIEMBRE;GANDULES INC SAC;BELGICA;EUROPA;$38,651.00
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS ELECTRO QUIMICAS S A;BELGICA;EUROPA;$55,988.28
MARITIMA CALLAO;DICIEMBRE;M & V RIVAS E.I.R.L.;BELGICA;EUROPA;$247,040.89
MARITIMA CALLAO;DICIEMBRE;NEXA RESOURCES PERU S.A.A.;BELGICA;EUROPA;$1,296,644.68
MARITIMA CALLAO;DICIEMBRE;PETROLEOS DEL PERU PETROPERU SA;BOLIVIA;AMERICA DEL SUR;$20,504.69
MARITIMA CALLAO;DICIEMBRE;PETROLEOS DEL PERU PETROPERU SA;BOLIVIA;AMERICA DEL SUR;$21,148.89
MARITIMA CALLAO;DICIEMBRE;PETROLEOS DEL PERU PETROPERU SA;BOLIVIA;AMERICA DEL SUR;$21,166.02
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS DEL ESPINO S.A.;BOLIVIA;AMERICA DEL SUR;$25,158.00
MARITIMA CALLAO;NOVIEMBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$28,181.29
MARITIMA CALLAO;NOVIEMBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$28,181.29
MARITIMA CALLAO;NOVIEMBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$28,181.29
MARITIMA CALLAO;NOVIEMBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$28,181.29
MARITIMA CALLAO;NOVIEMBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$44,940.19
MARITIMA CALLAO;NOVIEMBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$42,160.52
MARITIMA CALLAO;NOVIEMBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$143,000.15
MARITIMA CALLAO;NOVIEMBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$29,039.92
MARITIMA CALLAO;OCTUBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$256,525.06
MARITIMA CALLAO;OCTUBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$40,133.86
MARITIMA CALLAO;OCTUBRE;OPP FILM S.A.;BRASIL;AMERICA DEL SUR;$4,020.11
AÉREA CALLAO;DICIEMBRE;CONSORCIO INMAC CONTRERAS;BRASIL;AMERICA DEL SUR;$9,800.00
AÉREA CALLAO;DICIEMBRE;AICACOLOR S.A.C.;BRASIL;AMERICA DEL SUR;$7,475.00
AÉREA CALLAO;DICIEMBRE;IBM DEL PERU S A C;BRASIL;AMERICA DEL SUR;$346.78
AÉREA CALLAO;DICIEMBRE;IBM DEL PERU S A C;BRASIL;AMERICA DEL SUR;$483.99
AÉREA CALLAO;DICIEMBRE;IBM DEL PERU S A C;BRASIL;AMERICA DEL SUR;$1,899.27
MARITIMA CALLAO;DICIEMBRE;QUIMPAC S.A.;BRASIL;AMERICA DEL SUR;$13,680.09
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS ELECTRO QUIMICAS S A;BRASIL;AMERICA DEL SUR;$160,260.00
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS ELECTRO QUIMICAS S A;BRASIL;AMERICA DEL SUR;$2,659.49
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS ELECTRO QUIMICAS S A;BRASIL;AMERICA DEL SUR;$83,961.62
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS ELECTRO QUIMICAS S A;BRASIL;AMERICA DEL SUR;$83,961.62
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS ELECTRO QUIMICAS S A;BRASIL;AMERICA DEL SUR;$83,961.62
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS ELECTRO QUIMICAS S A;BRASIL;AMERICA DEL SUR;$80,851.93
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS ELECTRO QUIMICAS S A;BRASIL;AMERICA DEL SUR;$24,877.52
MARITIMA CALLAO;DICIEMBRE;INDUSTRIAS ELECTRO QUIMICAS S A;BRASIL;AMERICA DEL SUR;$59,084.10
PAITA;DICIEMBRE;ANDALUCITA S.A.;BRASIL;AMERICA DEL SUR;$8,342.69
MARITIMA CALLAO;NOVIEMBRE;AGRICOLA SANTA AZUL S.R.L;CANADA;AMERICA DEL NORTE;$72,327.09
MARITIMA CALLAO;OCTUBRE;AGRICOLA SANTA AZUL S.R.L;CANADA;AMERICA DEL NORTE;$87,253.16
MARITIMA CALLAO;OCTUBRE;AGRICOLA SANTA AZUL S.R.L;CANADA;AMERICA DEL NORTE;$72,327.65
AÉREA CALLAO;DICIEMBRE;MINSUR S. A.;CANADA;AMERICA DEL NORTE;$3,693,487.39
AÉREA CALLAO;DICIEMBRE;SHAHUINDO S.A.C.;CANADA;AMERICA DEL NORTE;$15,646,707.13
AÉREA CALLAO;DICIEMBRE;CIA MINERA PODEROSA S A;CANADA;AMERICA DEL NORTE;$11,767,711.67
AÉREA CALLAO;DICIEMBRE;BADINOTTI PERU S.A.;CANADA;AMERICA DEL NORTE;$4,540.90
MARITIMA CALLAO;DICIEMBRE;MINSUR S. A.;CANADA;AMERICA DEL NORTE;$445,866.25
MARITIMA CALLAO;DICIEMBRE;MINSUR S. A.;CANADA;AMERICA DEL NORTE;$445,760.47
MARITIMA CALLAO;DICIEMBRE;VIRU S.A.;CANADA;AMERICA DEL NORTE;$29,923.00
MARITIMA CALLAO;DICIEMBRE;VIRU S.A.;CANADA;AMERICA DEL NORTE;$29,923.00
MARITIMA CALLAO;DICIEMBRE;LOS OLIVOS DE VILLACURI S.A.C.;CANADA;AMERICA DEL NORTE;$59,500.00
MARITIMA CALLAO;DICIEMBRE;COLPEX INTERNAUSTRALIASTRIAIONAL S.A.C.;CANADA;AMERICA DEL NORTE;$66,834.00
PAITA;DICIEMBRE;V & F SAC;CANADA;AMERICA DEL NORTE;$46,748.00
PAITA;DICIEMBRE;INVERSIONES PERU PACIFICO S.A;CANADA;AMERICA DEL NORTE;$157,659.25
PAITA;DICIEMBRE;DSM MARGENTINAINE LIPIDS PERU S.A.C.;CANADA;AMERICA DEL NORTE;$115,850.00
PAITA;DICIEMBRE;DSM MARGENTINAINE LIPIDS PERU S.A.C.;CANADA;AMERICA DEL NORTE;$135,147.30
PAITA;DICIEMBRE;DSM MARGENTINAINE LIPIDS PERU S.A.C.;CANADA;AMERICA DEL NORTE;$399,066.84
MARITIMA CALLAO;NOVIEMBRE;METSO PERU S.A.;CHINA;ASIA;$3,951.13
MARITIMA CALLAO;NOVIEMBRE;METSO PERU S.A.;CHINA;ASIA;$3,984.26
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,327.20
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,327.20
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$3,393.45
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$3,393.45
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$355.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$512.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$42.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$355.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$512.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$42.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$16.04
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$16.04
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$231.54
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$231.54
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$543.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$543.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$534.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,617.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,150.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$380.40
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$534.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,617.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,150.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$380.40
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,050.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,050.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,875.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,875.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,256.40
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,256.40
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$988.80
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$988.80
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,150.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,480.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,617.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,004.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,150.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,480.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,617.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,004.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,150.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,150.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,150.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,150.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$204.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$204.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$3,159.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$3,159.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$330.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$330.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,617.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,617.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$3,159.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,388.40
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$7,534.80
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,508.21
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,508.74
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,980.80
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,926.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$684.45
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,439.92
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,439.92
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$458.88
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$401.76
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$458.88
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$401.76
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$204.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$240.70
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$234.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$234.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$204.00
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$240.70
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$16,572.60
MARITIMA CALLAO;NOVIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$9,011.81
