ADUANA DE SALIDA;FECHA;EXPORTADOR;PAIS DE DESTINO;CONTINENTE;VALOR
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$222.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$222.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1.14
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1.14
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,010.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$375.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$82.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$51.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$222.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1.14
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,010.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$375.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$82.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$51.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$222.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1.14
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$25.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$25.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,010.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,010.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$751.20
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$751.20
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$82.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$82.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$519.20
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$649.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$539.20
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,617.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$649.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$539.20
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,617.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$519.20
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$38.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$38.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,784.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$282.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,500.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$47.25
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$105.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$29.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,760.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$480.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$324.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$137.50
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1.74
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$5,156.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$38.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,784.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$282.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,500.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$47.25
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$105.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$29.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,760.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$480.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$324.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$137.50
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1.74
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$5,156.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,864.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,864.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,296.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$78.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$688.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$688.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$39.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2.48
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,296.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$78.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$688.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$688.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$39.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2.48
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,065.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,065.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$86.45
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$98.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,803.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$86.45
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$98.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,190.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$396.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,003.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$8,884.20
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,957.50
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,003.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$8,884.20
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,957.50
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$3,480.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$3,480.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,854.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,680.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,680.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$920.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$540.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$770.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,021.63
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,463.94
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,330.48
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$651.08
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$81.55
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$81.55
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$38.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,065.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,065.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$367.75
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$367.75
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$214.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$214.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,286.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,286.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$996.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$996.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$996.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$996.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,803.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,190.40
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$396.80
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,854.60
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,680.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,680.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$920.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$540.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,038.96
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$640.74
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$7,048.16
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$1,340.77
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$7,069.92
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$808.47
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$854.32
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$12,126.64
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$7,579.15
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$649.64
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$854.32
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$1,067.90
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$854.32
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$565.60
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$1,131.19
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$866.19
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$427.16
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$1,218.49
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$854.32
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$7,261.74
MARITIMA CALLAO;DICIEMBRE;FEIFAN PERU S.A.C.;CHINA;ASIA;$70,311.90
MARITIMA CALLAO;DICIEMBRE;LEDVANCE S.A.C.;CHINA;ASIA;$9,450.00
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;CHINA;ASIA;$58,130.59
MARITIMA CALLAO;DICIEMBRE;OPP FILM S.A.;CHINA;ASIA;$58,390.55
MARITIMA CALLAO;DICIEMBRE;TRANSWORLD POWER AND TELECOM SOCIEDAD AN;CHINA;ASIA;$222.72
MARITIMA CALLAO;DICIEMBRE;TRANSWORLD POWER AND TELECOM SOCIEDAD AN;CHINA;ASIA;$676.01
MARITIMA CALLAO;DICIEMBRE;TRANSWORLD POWER AND TELECOM SOCIEDAD AN;CHINA;ASIA;$2,771.21
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$161.13
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$161.13
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$1,892.64
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$462.84
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$29.75
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$29.75
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$327.21
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$327.21
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$434.65
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$774.66
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$766.67
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$1,332.42
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$502.18
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$1,177.49
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$550.50
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$811.34
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$867.62
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$867.62
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$867.62
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$1,393.14
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$1,393.14
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$247.89
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$409.02
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$409.02
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$2,712.30
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$2,008.19
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$1,144.34
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$2,009.76
MARITIMA CALLAO;DICIEMBRE;ALICORP SAA;CHINA;ASIA;$1,022.56
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$5,363.09
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$5,363.07
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$268.15
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$1,072.61
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$9,385.37
MARITIMA CALLAO;DICIEMBRE;CERAMICA SAN LORENZO SAC;CHINA;ASIA;$5,363.09
MARITIMA CALLAO;DICIEMBRE;PERU PIMA SA.;CHINA;ASIA;$9,815.69
MARITIMA CALLAO;DICIEMBRE;STROBBELGICA HNOS SRL;CHINA;ASIA;$7,898.58
MARITIMA CALLAO;DICIEMBRE;STROBBELGICA HNOS SRL;CHINA;ASIA;$5,647.00
MARITIMA CALLAO;DICIEMBRE;STROBBELGICA HNOS SRL;CHINA;ASIA;$4,349.25
MARITIMA CALLAO;DICIEMBRE;FAMESA EXPLOSIVOS S.A.C.;CHINA;ASIA;$124,585.97
MARITIMA CALLAO;DICIEMBRE;FAMESA EXPLOSIVOS S.A.C.;CHINA;ASIA;$112,906.03
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$450.99
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$825.64
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$860.72
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$575.49
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$464.85
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$1,408.98
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$670.59
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$2,069.26
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$1,330.87
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$1,866.85
MARITIMA CALLAO;DICIEMBRE;GRAFIPAPEL S.A.;CHINA;ASIA;$3,526.97
MARITIMA CALLAO;DICIEMBRE;QUIMPAC S.A.;CHINA;ASIA;$107,241.75
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$87.49
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$87.49
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$100.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$100.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$276.50
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$276.50
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,168.04
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$2,168.04
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$17,040.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$42.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,941.32
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,244.90
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$17,040.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$42.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,941.32
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$4,244.90
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$652.32
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$652.32
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$79.25
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,493.58
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$803.85
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$79.25
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,493.58
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$803.85
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$0.16
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$0.16
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,380.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,782.50
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,495.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,265.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,265.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,380.00
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,782.50
MARITIMA CALLAO;DICIEMBRE;REY EXPORT INTERNACIONAL S.A.C.;CHINA;ASIA;$1,495.00
